image,mode,dice,source
R016_Week7_LFOV,binary,0.390444,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R016_Week7.nii\metrics.csv
R016_Week7_LFOV.nii.gz,binary,0.390444,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R016_Week7.nii\R016_Week7_LFOV_meta.json
R024_Week0_LFOV,binary,0.165861,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week0.nii\metrics.csv
R024_Week0_LFOV.nii.gz,binary,0.165861,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week0.nii\R024_Week0_LFOV_meta.json
R024_Week1_LFOV,binary,0.711688,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week1.nii\metrics.csv
R024_Week1_LFOV.nii.gz,binary,0.711688,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week1.nii\R024_Week1_LFOV_meta.json
R024_Week2_LFOV,binary,0.766555,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week2.nii\metrics.csv
R024_Week2_LFOV.nii.gz,binary,0.766555,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week2.nii\R024_Week2_LFOV_meta.json
R024_Week3_LFOV,binary,0.722015,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week3.nii\metrics.csv
R024_Week3_LFOV.nii.gz,binary,0.722015,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week3.nii\R024_Week3_LFOV_meta.json
R024_Week4_LFOV,binary,0.816844,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week4.nii\metrics.csv
R024_Week4_LFOV.nii.gz,binary,0.816844,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week4.nii\R024_Week4_LFOV_meta.json
R024_Week5_LFOV,binary,0.821015,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week5.nii\metrics.csv
R024_Week5_LFOV.nii.gz,binary,0.821015,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week5.nii\R024_Week5_LFOV_meta.json
R024_Week6_LFOV,binary,0.792199,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week6.nii\metrics.csv
R024_Week6_LFOV.nii.gz,binary,0.792199,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week6.nii\R024_Week6_LFOV_meta.json
R024_Week7_LFOV,binary,0.668235,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week7.nii\metrics.csv
R024_Week7_LFOV.nii.gz,binary,0.668235,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R024_Week7.nii\R024_Week7_LFOV_meta.json
R039_Week0_LFOV,binary,0.068791,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week0.nii\metrics.csv
R039_Week0_LFOV.nii.gz,binary,0.068791,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week0.nii\R039_Week0_LFOV_meta.json
R039_Week1_LFOV,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week1.nii\metrics.csv
R039_Week1_LFOV.nii.gz,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week1.nii\R039_Week1_LFOV_meta.json
R039_Week2_LFOV,binary,0.602930,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week2.nii\metrics.csv
R039_Week2_LFOV.nii.gz,binary,0.602930,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week2.nii\R039_Week2_LFOV_meta.json
R039_Week3_LFOV,binary,0.453529,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week3.nii\metrics.csv
R039_Week3_LFOV.nii.gz,binary,0.453529,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week3.nii\R039_Week3_LFOV_meta.json
R039_Week4_LFOV,binary,0.535354,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week4.nii\metrics.csv
R039_Week4_LFOV.nii.gz,binary,0.535354,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week4.nii\R039_Week4_LFOV_meta.json
R039_Week5_LFOV,binary,0.587984,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week5.nii\metrics.csv
R039_Week5_LFOV.nii.gz,binary,0.587984,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week5.nii\R039_Week5_LFOV_meta.json
R039_Week6_LFOV,binary,0.742814,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week6.nii\metrics.csv
R039_Week6_LFOV.nii.gz,binary,0.742814,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week6.nii\R039_Week6_LFOV_meta.json
R039_Week7_LFOV,binary,0.717119,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week7.nii\metrics.csv
R039_Week7_LFOV.nii.gz,binary,0.717119,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\R039_Week7.nii\R039_Week7_LFOV_meta.json
S022_Week0_LFOV,binary,0.583698,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week0.nii\metrics.csv
S022_Week0_LFOV.nii.gz,binary,0.583698,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week0.nii\S022_Week0_LFOV_meta.json
S022_Week1_LFOV,binary,0.644709,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week1.nii\metrics.csv
S022_Week1_LFOV.nii.gz,binary,0.644709,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week1.nii\S022_Week1_LFOV_meta.json
S022_Week2_LFOV,binary,0.694313,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week2.nii\metrics.csv
S022_Week2_LFOV.nii.gz,binary,0.694313,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week2.nii\S022_Week2_LFOV_meta.json
S022_Week3_LFOV,binary,0.746125,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week3.nii\metrics.csv
S022_Week3_LFOV.nii.gz,binary,0.746125,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week3.nii\S022_Week3_LFOV_meta.json
S022_Week4_LFOV,binary,0.762836,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week4.nii\metrics.csv
S022_Week4_LFOV.nii.gz,binary,0.762836,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week4.nii\S022_Week4_LFOV_meta.json
S022_Week5_LFOV,binary,0.673049,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week5.nii\metrics.csv
S022_Week5_LFOV.nii.gz,binary,0.673049,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week5.nii\S022_Week5_LFOV_meta.json
S022_Week6_LFOV,binary,0.713048,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week6.nii\metrics.csv
S022_Week6_LFOV.nii.gz,binary,0.713048,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week6.nii\S022_Week6_LFOV_meta.json
S022_Week7_LFOV,binary,0.767681,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week7.nii\metrics.csv
S022_Week7_LFOV.nii.gz,binary,0.767681,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S022_Week7.nii\S022_Week7_LFOV_meta.json
S028_Week0_LFOV,binary,0.511248,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S028_Week0.nii\metrics.csv
S028_Week0_LFOV.nii.gz,binary,0.511248,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S028_Week0.nii\S028_Week0_LFOV_meta.json
S033_Week0_LFOV,binary,0.515283,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week0.nii\metrics.csv
S033_Week0_LFOV.nii.gz,binary,0.515283,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week0.nii\S033_Week0_LFOV_meta.json
S033_Week1_LFOV,binary,0.798270,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week1.nii\metrics.csv
S033_Week1_LFOV.nii.gz,binary,0.798270,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week1.nii\S033_Week1_LFOV_meta.json
S033_Week2_LFOV,binary,0.688363,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week2.nii\metrics.csv
S033_Week2_LFOV.nii.gz,binary,0.688363,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week2.nii\S033_Week2_LFOV_meta.json
S033_Week3_LFOV,binary,0.628753,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week3.nii\metrics.csv
S033_Week3_LFOV.nii.gz,binary,0.628753,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week3.nii\S033_Week3_LFOV_meta.json
S033_Week4_LFOV,binary,0.663237,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week4.nii\metrics.csv
S033_Week4_LFOV.nii.gz,binary,0.663237,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week4.nii\S033_Week4_LFOV_meta.json
S033_Week5_LFOV,binary,0.703806,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week5.nii\metrics.csv
S033_Week5_LFOV.nii.gz,binary,0.703806,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week5.nii\S033_Week5_LFOV_meta.json
S033_Week6_LFOV,binary,0.642857,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week6.nii\metrics.csv
S033_Week6_LFOV.nii.gz,binary,0.642857,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week6.nii\S033_Week6_LFOV_meta.json
S033_Week7_LFOV,binary,0.714442,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week7.nii\metrics.csv
S033_Week7_LFOV.nii.gz,binary,0.714442,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S033_Week7.nii\S033_Week7_LFOV_meta.json
S035_Week0_LFOV,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S035_Week0.nii\metrics.csv
S035_Week0_LFOV.nii.gz,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\S035_Week0.nii\S035_Week0_LFOV_meta.json
T009_Week0_LFOV,binary,0.860044,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T009_Week0.nii\metrics.csv
T009_Week0_LFOV.nii.gz,binary,0.860044,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T009_Week0.nii\T009_Week0_LFOV_meta.json
T014_Week0_LFOV,binary,0.043900,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week0.nii\metrics.csv
T014_Week0_LFOV.nii.gz,binary,0.043900,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week0.nii\T014_Week0_LFOV_meta.json
T014_Week1_LFOV,binary,0.349407,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week1.nii\metrics.csv
T014_Week1_LFOV.nii.gz,binary,0.349407,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week1.nii\T014_Week1_LFOV_meta.json
T014_Week2_LFOV,binary,0.519862,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week2.nii\metrics.csv
T014_Week2_LFOV.nii.gz,binary,0.519862,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week2.nii\T014_Week2_LFOV_meta.json
T014_Week3_LFOV,binary,0.639014,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week3.nii\metrics.csv
T014_Week3_LFOV.nii.gz,binary,0.639014,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week3.nii\T014_Week3_LFOV_meta.json
T014_Week4_LFOV,binary,0.465938,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week4.nii\metrics.csv
T014_Week4_LFOV.nii.gz,binary,0.465938,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week4.nii\T014_Week4_LFOV_meta.json
T014_Week5_LFOV,binary,0.400144,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week5.nii\metrics.csv
T014_Week5_LFOV.nii.gz,binary,0.400144,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week5.nii\T014_Week5_LFOV_meta.json
T014_Week6_LFOV,binary,0.554885,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week6.nii\metrics.csv
T014_Week6_LFOV.nii.gz,binary,0.554885,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week6.nii\T014_Week6_LFOV_meta.json
T014_Week7_LFOV,binary,0.663130,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week7.nii\metrics.csv
T014_Week7_LFOV.nii.gz,binary,0.663130,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\T014_Week7.nii\T014_Week7_LFOV_meta.json
V027_Week0_LFOV,binary,0.476123,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week0.nii\metrics.csv
V027_Week0_LFOV.nii.gz,binary,0.476123,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week0.nii\V027_Week0_LFOV_meta.json
V027_Week1_LFOV,binary,0.661720,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week1.nii\metrics.csv
V027_Week1_LFOV.nii.gz,binary,0.661720,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week1.nii\V027_Week1_LFOV_meta.json
V027_Week2_LFOV,binary,0.691208,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week2.nii\metrics.csv
V027_Week2_LFOV.nii.gz,binary,0.691208,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week2.nii\V027_Week2_LFOV_meta.json
V027_Week3_LFOV,binary,0.715353,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week3.nii\metrics.csv
V027_Week3_LFOV.nii.gz,binary,0.715353,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week3.nii\V027_Week3_LFOV_meta.json
V027_Week4_LFOV,binary,0.720868,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week4.nii\metrics.csv
V027_Week4_LFOV.nii.gz,binary,0.720868,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week4.nii\V027_Week4_LFOV_meta.json
V027_Week5_LFOV,binary,0.362434,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week5.nii\metrics.csv
V027_Week5_LFOV.nii.gz,binary,0.362434,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week5.nii\V027_Week5_LFOV_meta.json
V027_Week6_LFOV,binary,0.389086,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week6.nii\metrics.csv
V027_Week6_LFOV.nii.gz,binary,0.389086,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week6.nii\V027_Week6_LFOV_meta.json
V027_Week7_LFOV,binary,0.506348,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week7.nii\metrics.csv
V027_Week7_LFOV.nii.gz,binary,0.506348,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\V027_Week7.nii\V027_Week7_LFOV_meta.json
W012_Week0_LFOV,binary,0.812982,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week0.nii\metrics.csv
W012_Week0_LFOV.nii.gz,binary,0.812982,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week0.nii\W012_Week0_LFOV_meta.json
W012_Week1_LFOV,binary,0.606789,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week1.nii\metrics.csv
W012_Week1_LFOV.nii.gz,binary,0.606789,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week1.nii\W012_Week1_LFOV_meta.json
W012_Week2_LFOV,binary,0.625324,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week2.nii\metrics.csv
W012_Week2_LFOV.nii.gz,binary,0.625324,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week2.nii\W012_Week2_LFOV_meta.json
W012_Week3_LFOV,binary,0.529826,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week3.nii\metrics.csv
W012_Week3_LFOV.nii.gz,binary,0.529826,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week3.nii\W012_Week3_LFOV_meta.json
W012_Week4_LFOV,binary,0.723284,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week4.nii\metrics.csv
W012_Week4_LFOV.nii.gz,binary,0.723284,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week4.nii\W012_Week4_LFOV_meta.json
W012_Week5_LFOV,binary,0.705307,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week5.nii\metrics.csv
W012_Week5_LFOV.nii.gz,binary,0.705307,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week5.nii\W012_Week5_LFOV_meta.json
W012_Week6_LFOV,binary,0.745981,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week6.nii\metrics.csv
W012_Week6_LFOV.nii.gz,binary,0.745981,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week6.nii\W012_Week6_LFOV_meta.json
W012_Week7_LFOV,binary,0.532842,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week7.nii\metrics.csv
W012_Week7_LFOV.nii.gz,binary,0.532842,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W012_Week7.nii\W012_Week7_LFOV_meta.json
W029_Week0_LFOV,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week0.nii\metrics.csv
W029_Week0_LFOV.nii.gz,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week0.nii\W029_Week0_LFOV_meta.json
W029_Week1_LFOV,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week1.nii\metrics.csv
W029_Week1_LFOV.nii.gz,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week1.nii\W029_Week1_LFOV_meta.json
W029_Week2_LFOV,binary,0.147787,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week2.nii\metrics.csv
W029_Week2_LFOV.nii.gz,binary,0.147787,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week2.nii\W029_Week2_LFOV_meta.json
W029_Week3_LFOV,binary,0.125045,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week3.nii\metrics.csv
W029_Week3_LFOV.nii.gz,binary,0.125045,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week3.nii\W029_Week3_LFOV_meta.json
W029_Week4_LFOV,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week4.nii\metrics.csv
W029_Week4_LFOV.nii.gz,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week4.nii\W029_Week4_LFOV_meta.json
W029_Week5_LFOV,binary,0.191248,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week5.nii\metrics.csv
W029_Week5_LFOV.nii.gz,binary,0.191248,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week5.nii\W029_Week5_LFOV_meta.json
W029_Week6_LFOV,binary,0.110955,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week6.nii\metrics.csv
W029_Week6_LFOV.nii.gz,binary,0.110955,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week6.nii\W029_Week6_LFOV_meta.json
W029_Week7_LFOV,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week7.nii\metrics.csv
W029_Week7_LFOV.nii.gz,binary,0.000000,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W029_Week7.nii\W029_Week7_LFOV_meta.json
W041_Week0_LFOV,binary,0.706526,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W041_Week0.nii\metrics.csv
W041_Week0_LFOV.nii.gz,binary,0.706526,C:\Users\nhwen\Desktop\PatternAnalysis-2025\Project7_3DUNet\pred3d_vis_bin_thr02\W041_Week0.nii\W041_Week0_LFOV_meta.json
